file,package,java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#AntDTDUtilMessages.java,org.eclipse.ant.internal.ui.dtd.util,AntDTDUtilMessages.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#Factory.java,org.eclipse.ant.internal.ui.dtd.util,Factory.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#FactoryObject.java,org.eclipse.ant.internal.ui.dtd.util,FactoryObject.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#IKeyHolder.java,org.eclipse.ant.internal.ui.dtd.util,IKeyHolder.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#IMapHolder.java,org.eclipse.ant.internal.ui.dtd.util,IMapHolder.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#IValueHolder.java,org.eclipse.ant.internal.ui.dtd.util,IValueHolder.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#MapHolder.java,org.eclipse.ant.internal.ui.dtd.util,MapHolder.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#SortedMap.java,org.eclipse.ant.internal.ui.dtd.util,SortedMap.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#SortedMapFactory.java,org.eclipse.ant.internal.ui.dtd.util,SortedMapFactory.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#dtd#util#SortedSet.java,org.eclipse.ant.internal.ui.dtd.util,SortedSet.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#AbstractAntSourceViewerConfiguration.java,org.eclipse.ant.internal.ui.editor,AbstractAntSourceViewerConfiguration.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#AntAutoIndentStrategy.java,org.eclipse.ant.internal.ui.editor,AntAutoIndentStrategy.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#AntCompletionProposal.java,org.eclipse.ant.internal.ui.editor,AntCompletionProposal.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#AntEditor.java,org.eclipse.ant.internal.ui.editor,AntEditor.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#AntEditorActionContributor.java,org.eclipse.ant.internal.ui.editor,AntEditorActionContributor.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#AntEditorCompletionProcessor.java,org.eclipse.ant.internal.ui.editor,AntEditorCompletionProcessor.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#AntEditorMessages.java,org.eclipse.ant.internal.ui.editor,AntEditorMessages.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#AntEditorSourceViewerConfiguration.java,org.eclipse.ant.internal.ui.editor,AntEditorSourceViewerConfiguration.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#derived#HTML2TextReader.java,org.eclipse.ant.internal.ui.editor.derived,HTML2TextReader.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#derived#HTMLPrinter.java,org.eclipse.ant.internal.ui.editor.derived,HTMLPrinter.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#derived#HTMLTextPresenter.java,org.eclipse.ant.internal.ui.editor.derived,HTMLTextPresenter.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#derived#LineBreakingReader.java,org.eclipse.ant.internal.ui.editor.derived,LineBreakingReader.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#derived#SingleCharReader.java,org.eclipse.ant.internal.ui.editor.derived,SingleCharReader.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#derived#SubstitutionTextReader.java,org.eclipse.ant.internal.ui.editor.derived,SubstitutionTextReader.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#formatter#FormattingPreferences.java,org.eclipse.ant.internal.ui.editor.formatter,FormattingPreferences.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#formatter#XmlDocumentFormatter.java,org.eclipse.ant.internal.ui.editor.formatter,XmlDocumentFormatter.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#formatter#XmlDocumentFormattingStrategy.java,org.eclipse.ant.internal.ui.editor.formatter,XmlDocumentFormattingStrategy.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#formatter#XmlElementFormattingStrategy.java,org.eclipse.ant.internal.ui.editor.formatter,XmlElementFormattingStrategy.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#formatter#XmlFormatter.java,org.eclipse.ant.internal.ui.editor.formatter,XmlFormatter.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#formatter#XmlTagFormatter.java,org.eclipse.ant.internal.ui.editor.formatter,XmlTagFormatter.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#model#AntDefiningTaskNode.java,org.eclipse.ant.internal.ui.editor.model,AntDefiningTaskNode.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#model#AntElementNode.java,org.eclipse.ant.internal.ui.editor.model,AntElementNode.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#model#AntImportNode.java,org.eclipse.ant.internal.ui.editor.model,AntImportNode.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#model#AntModelMessages.java,org.eclipse.ant.internal.ui.editor.model,AntModelMessages.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#model#AntProjectNode.java,org.eclipse.ant.internal.ui.editor.model,AntProjectNode.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#model#AntPropertyNode.java,org.eclipse.ant.internal.ui.editor.model,AntPropertyNode.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#model#AntTargetNode.java,org.eclipse.ant.internal.ui.editor.model,AntTargetNode.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#model#AntTaskNode.java,org.eclipse.ant.internal.ui.editor.model,AntTaskNode.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#model#IAntModelConstants.java,org.eclipse.ant.internal.ui.editor.model,IAntModelConstants.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#OpenDeclarationAction.java,org.eclipse.ant.internal.ui.editor,OpenDeclarationAction.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#AntEditorContentOutlinePage.java,org.eclipse.ant.internal.ui.editor.outline,AntEditorContentOutlinePage.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#AntEditorMarkerUpdater.java,org.eclipse.ant.internal.ui.editor.outline,AntEditorMarkerUpdater.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#AntModel.java,org.eclipse.ant.internal.ui.editor.outline,AntModel.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#AntModelProject.java,org.eclipse.ant.internal.ui.editor.outline,AntModelProject.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#AntOutlineMessages.java,org.eclipse.ant.internal.ui.editor.outline,AntOutlineMessages.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#DocumentModelChangeEvent.java,org.eclipse.ant.internal.ui.editor.outline,DocumentModelChangeEvent.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#FilterImportedElementsAction.java,org.eclipse.ant.internal.ui.editor.outline,FilterImportedElementsAction.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#FilterInternalTargetsAction.java,org.eclipse.ant.internal.ui.editor.outline,FilterInternalTargetsAction.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#FilterPropertiesAction.java,org.eclipse.ant.internal.ui.editor.outline,FilterPropertiesAction.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#FilterTopLevelAction.java,org.eclipse.ant.internal.ui.editor.outline,FilterTopLevelAction.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#IDocumentModelListener.java,org.eclipse.ant.internal.ui.editor.outline,IDocumentModelListener.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#IProblem.java,org.eclipse.ant.internal.ui.editor.outline,IProblem.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#IProblemRequestor.java,org.eclipse.ant.internal.ui.editor.outline,IProblemRequestor.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#LocationProvider.java,org.eclipse.ant.internal.ui.editor.outline,LocationProvider.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#ToggleLinkWithEditorAction.java,org.eclipse.ant.internal.ui.editor.outline,ToggleLinkWithEditorAction.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#ToggleSortAntOutlineAction.java,org.eclipse.ant.internal.ui.editor.outline,ToggleSortAntOutlineAction.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#XMLCore.java,org.eclipse.ant.internal.ui.editor.outline,XMLCore.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#outline#XMLProblem.java,org.eclipse.ant.internal.ui.editor.outline,XMLProblem.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#TaskDescriptionProvider.java,org.eclipse.ant.internal.ui.editor,TaskDescriptionProvider.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#AntContext.java,org.eclipse.ant.internal.ui.editor.templates,AntContext.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#AntSourceViewerInformationControl.java,org.eclipse.ant.internal.ui.editor.templates,AntSourceViewerInformationControl.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#AntTemplateAccess.java,org.eclipse.ant.internal.ui.editor.templates,AntTemplateAccess.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#AntTemplateInformationControlCreator.java,org.eclipse.ant.internal.ui.editor.templates,AntTemplateInformationControlCreator.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#AntTemplatePreferencePage.java,org.eclipse.ant.internal.ui.editor.templates,AntTemplatePreferencePage.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#AntTemplateProposal.java,org.eclipse.ant.internal.ui.editor.templates,AntTemplateProposal.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#AntTemplateVariableTextHover.java,org.eclipse.ant.internal.ui.editor.templates,AntTemplateVariableTextHover.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#AntTemplateViewerConfiguration.java,org.eclipse.ant.internal.ui.editor.templates,AntTemplateViewerConfiguration.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#AntVariableResolver.java,org.eclipse.ant.internal.ui.editor.templates,AntVariableResolver.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#BuildFileContextType.java,org.eclipse.ant.internal.ui.editor.templates,BuildFileContextType.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#templates#TaskContextType.java,org.eclipse.ant.internal.ui.editor.templates,TaskContextType.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AbstractAntEditorScanner.java,org.eclipse.ant.internal.ui.editor.text,AbstractAntEditorScanner.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AnnotationAccess.java,org.eclipse.ant.internal.ui.editor.text,AnnotationAccess.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AntDocumentFactory.java,org.eclipse.ant.internal.ui.editor.text,AntDocumentFactory.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AntDocumentSetupParticipant.java,org.eclipse.ant.internal.ui.editor.text,AntDocumentSetupParticipant.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AntEditorDocumentProvider.java,org.eclipse.ant.internal.ui.editor.text,AntEditorDocumentProvider.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AntEditorPartitionScanner.java,org.eclipse.ant.internal.ui.editor.text,AntEditorPartitionScanner.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AntEditorProcInstrScanner.java,org.eclipse.ant.internal.ui.editor.text,AntEditorProcInstrScanner.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AntEditorTagScanner.java,org.eclipse.ant.internal.ui.editor.text,AntEditorTagScanner.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AntEditorTextMessages.java,org.eclipse.ant.internal.ui.editor.text,AntEditorTextMessages.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AntEditorWhitespaceDetector.java,org.eclipse.ant.internal.ui.editor.text,AntEditorWhitespaceDetector.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#AntStorageDocumentProvider.java,org.eclipse.ant.internal.ui.editor.text,AntStorageDocumentProvider.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#FileScanner.java,org.eclipse.ant.internal.ui.editor.text,FileScanner.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#IAntEditorColorConstants.java,org.eclipse.ant.internal.ui.editor.text,IAntEditorColorConstants.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#IReconcilingParticipant.java,org.eclipse.ant.internal.ui.editor.text,IReconcilingParticipant.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#IXMLAnnotation.java,org.eclipse.ant.internal.ui.editor.text,IXMLAnnotation.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#MultilineDamagerRepairer.java,org.eclipse.ant.internal.ui.editor.text,MultilineDamagerRepairer.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#NotifyingReconciler.java,org.eclipse.ant.internal.ui.editor.text,NotifyingReconciler.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#PartiallySynchronizedDocument.java,org.eclipse.ant.internal.ui.editor.text,PartiallySynchronizedDocument.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#TagRule.java,org.eclipse.ant.internal.ui.editor.text,TagRule.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#XMLAnnotationHover.java,org.eclipse.ant.internal.ui.editor.text,XMLAnnotationHover.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#XMLAnnotationIterator.java,org.eclipse.ant.internal.ui.editor.text,XMLAnnotationIterator.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#XMLMarkerAnnotation.java,org.eclipse.ant.internal.ui.editor.text,XMLMarkerAnnotation.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#XMLProblemAnnotation.java,org.eclipse.ant.internal.ui.editor.text,XMLProblemAnnotation.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#XMLReconcilingStrategy.java,org.eclipse.ant.internal.ui.editor.text,XMLReconcilingStrategy.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#text#XMLTextHover.java,org.eclipse.ant.internal.ui.editor.text,XMLTextHover.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#utils#ProjectHelper.java,org.eclipse.ant.internal.ui.editor.utils,ProjectHelper.java
plugins#org.eclipse.ant.ui#Ant Editor#org#eclipse#ant#internal#ui#editor#utils#ProjectHelperMessages.java,org.eclipse.ant.internal.ui.editor.utils,ProjectHelperMessages.java
plugins#org.eclipse.ant.ui#Ant Runner Support#org#eclipse#ant#internal#ui#antsupport#AntSupportMessages.java,org.eclipse.ant.internal.ui.antsupport,AntSupportMessages.java
plugins#org.eclipse.ant.ui#Ant Runner Support#org#eclipse#ant#internal#ui#antsupport#inputhandler#AntInputHandler.java,org.eclipse.ant.internal.ui.antsupport.inputhandler,AntInputHandler.java
plugins#org.eclipse.ant.ui#Ant Runner Support#org#eclipse#ant#internal#ui#antsupport#logger#AntProcessBuildLogger.java,org.eclipse.ant.internal.ui.antsupport.logger,AntProcessBuildLogger.java
plugins#org.eclipse.ant.ui#Ant Runner Support#org#eclipse#ant#internal#ui#antsupport#logger#NullBuildLogger.java,org.eclipse.ant.internal.ui.antsupport.logger,NullBuildLogger.java
plugins#org.eclipse.ant.ui#Ant Tools Support#org#eclipse#ant#internal#ui#console#AntConsoleColorProvider.java,org.eclipse.ant.internal.ui.console,AntConsoleColorProvider.java
plugins#org.eclipse.ant.ui#Ant Tools Support#org#eclipse#ant#internal#ui#console#BuildFailedTracker.java,org.eclipse.ant.internal.ui.console,BuildFailedTracker.java
plugins#org.eclipse.ant.ui#Ant Tools Support#org#eclipse#ant#internal#ui#console#JavacLineTracker.java,org.eclipse.ant.internal.ui.console,JavacLineTracker.java
plugins#org.eclipse.ant.ui#Ant Tools Support#org#eclipse#ant#internal#ui#console#TaskLineTracker.java,org.eclipse.ant.internal.ui.console,TaskLineTracker.java
plugins#org.eclipse.ant.ui#Ant Tools Support#org#eclipse#ant#internal#ui#datatransfer#AntBuildfileImportWizard.java,org.eclipse.ant.internal.ui.datatransfer,AntBuildfileImportWizard.java
plugins#org.eclipse.ant.ui#Ant Tools Support#org#eclipse#ant#internal#ui#datatransfer#DataTransferMessages.java,org.eclipse.ant.internal.ui.datatransfer,DataTransferMessages.java
plugins#org.eclipse.ant.ui#Ant Tools Support#org#eclipse#ant#internal#ui#datatransfer#ExternalAntBuildfileImportPage.java,org.eclipse.ant.internal.ui.datatransfer,ExternalAntBuildfileImportPage.java
